Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
13jRSCLoWbCoU1XEdJRbgn,"Saturn Returns Interlude","eternal sunshine","Ariana Grande",2024-03-08,42166,67,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"pop","Republic Records",0.533,0.38,6,-13.588,0,0.107,0.902,0.000281,0.139,0.845,123.316,5
17phhZDn6oGtzMe56NuWvj,"Lose Control","I've Tried Everything But Therapy (Part 1)","Teddy Swims",2023-09-15,210688,91,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Warner Records",0.561,0.604,9,-4.409,1,0.0337,0.199,0.000019,0.104,0.242,159.92,3
5cQX9BexkPIEESTZijJhXg,"i wish i hated you","eternal sunshine","Ariana Grande",2024-03-08,153633,72,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"pop","Republic Records",0.561,0.244,7,-9.152,1,0.0328,0.837,0,0.111,0.278,65.418,4
6XXKB32Om6WuXg3uEWwTob,"imperfect for you","eternal sunshine","Ariana Grande",2024-03-08,182566,72,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"pop","Republic Records",0.624,0.38,4,-7.426,1,0.0301,0.496,0,0.437,0.251,150.14,3
7AYmToZ5y67fBjq4RLFbuq,"TEXAS HOLD 'EM","TEXAS HOLD 'EM","Beyoncé",2024-02-10,233456,63,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Parkwood Entertainment/Columbia",0.727,0.711,2,-6.549,1,0.078,0.582,0,0.158,0.375,110.012,4
0fCINfrtQdkFSj6enmeEDt,"ordinary things (feat. Nonna)","eternal sunshine","Ariana Grande,Nonna",2024-03-08,168500,50,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"pop","Republic Records",0.702,0.552,6,-8.261,1,0.0647,0.729,0,0.332,0.296,114.991,4
5NAOhPAZ57eFAXr3qatS6i,"Breathe","2093","Yeat",2024-02-16,170847,74,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"rage rap","Field Trip Recordings/Capitol Records",0.76,0.546,11,-13.092,1,0.0616,0.0284,0.924,0.103,0.113,118.051,4
0R6NfOiLzLj4O5VbYSJAjf,"La Diabla","La Diabla","Xavi",2023-11-30,172264,77,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"trap corrido,corrido,corridos bélicos,smutne sierreño,música mexicana,banda","Interscope Records",0.751,0.819,11,-4.372,0,0.0409,0.255,0,0.236,0.697,131.842,3
3h5TiWTqGxjSjFrbruPFH9,"Praise Jah In The Moonlight","Praise Jah In The Moonlight","YG Marley",2023-12-27,263040,77,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","YG Marley Music",0.66,0.727,6,-4.028,0,0.0441,0.128,0.0000131,0.524,0.418,125.023,4
5PyDJG7SQRgWXefgexqIge,"Agora Hills","Scarlet","Doja Cat",2023-09-20,265360,76,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Kemosabe Records/RCA Records",0.755,0.687,8,-6.247,0,0.101,0.183,0.000177,0.125,0.381,123.01,4
1VNWdmXSbaNrnWod10WIL0,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Highlights (Deluxe)","The Weeknd,JENNIE,Lily-Rose Depp",2024-02-09,244684,65,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"k-pop","Universal Republic Records",0.264,0.64,8,-6.221,1,0.0442,0.0393,0.00000231,0.151,0.19,84.828,4
04CyMEHliadfQWMUJb1w99,"BURN","VULTURES 1","¥$,Kanye West,Ty Dolla $ign",2024-02-09,111458,8,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"rap","Ye",0.6,0.885,11,-6.21,0,0.393,0.0157,0.00000602,0.856,0.736,105.003,4
4kfSXPK13aXkLzuz02hCSC,"greedy","THINK LATER","Tate McRae",2023-12-08,129686,66,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","RCA Records Label",0.746,0.705,6,-3.558,0,0.0332,0.275,0,0.216,0.858,111.013,1
52eIcoLUM25zbQupAZYoFh,"redrum","american dream","21 Savage",2024-01-12,270697,84,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Slaughter Gang, LLC/Epic Records",0.625,0.733,2,-8.757,1,0.0488,0.00598,0.000983,0.375,0.244,172.09,4
0mflMxspEfB0VbI1kyLiAv,"Stick Season","Stick Season","Noah Kahan",2022-10-14,182346,87,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Mercury Records/Republic Records",0.664,0.5,9,-6.935,1,0.0651,0.799,0,0.0966,0.801,117.896,4
4UkUxO2WlKLc0Q1iEutGGh,"CONTIGO (with Tiësto)","CONTIGO (with Tiësto)","KAROL G,Tiësto",2024-02-15,192786,76,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"reggaeton,latynoskie rytmy,urbano latino,edm,trance,big room,house,dance","Bichota/Interscope Records",0.85,0.562,5,-7.863,1,0.0724,0.169,0.00000323,0.104,0.293,122.029,4
6tNQ70jh4OwmPGpYy6R2o9,"Beautiful Things","Beautiful Things","Benson Boone",2024-01-18,180304,88,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Night Street Records, Inc./Warner Records Inc.",0.472,0.471,10,-5.692,1,0.0603,0.151,0,0.14,0.219,105.029,3
4xhsWYTOGcal8zt0J161CU,"Lovin On Me","Lovin On Me","Jack Harlow",2023-11-10,138411,83,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Generation Now/Atlantic",0.943,0.558,2,-4.911,1,0.0568,0.0026,0.00000219,0.0937,0.606,104.983,4
6usohdchdzW9oML7VC4Uhk,"Lose Control","Lose Control","Teddy Swims",2023-06-23,210688,83,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Warner Records",0.561,0.604,9,-4.409,1,0.0337,0.199,0.000019,0.104,0.242,159.92,3
6rjuKpPydT2SxN15TZpV7r,"500lbs","TEC","Lil Tecca",2023-09-22,144390,81,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"melodyjny rap,rap","Galactic Records/Lil Tecca",0.724,0.779,7,-5.412,0,0.0807,0.098,0,0.127,0.53,123.013,4
5aIVCx5tnk0ntmdiinnYvw,"Water","Water","Tyla",2023-07-28,200255,86,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"afrobeats","FAX Records/Epic",0.673,0.722,3,-3.495,0,0.0755,0.0856,0,0.137,0.519,117.187,4
58pTPJPBjw1xL9OcLcQczU,"I Remember Everything (feat. Kacey Musgraves)","I Remember Everything (feat. Kacey Musgraves)","Zach Bryan,Kacey Musgraves",2023-08-24,227195,56,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"country,red dirt","Warner Records",0.429,0.453,0,-7.746,1,0.0459,0.554,0.000002,0.102,0.155,77.639,4
6Qb7YsAqH4wWFUMbGsCpap,"Training Season","Training Season","Dua Lipa",2024-02-15,209487,77,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"pop","Warner Records",0.812,0.587,5,-4.483,0,0.0477,0.0349,0.00000264,0.123,0.664,123.041,4
7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Idol Episode 4 (Music from the HBO Original Series)","The Weeknd,JENNIE,Lily-Rose Depp",2023-06-23,244684,92,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"k-pop","XO / Republic Records",0.264,0.64,8,-6.221,1,0.0442,0.0393,0.00000231,0.151,0.19,84.828,4
0cVyQfDyRnMJ0V3rjjdlU3,"Lil Boo Thang","Lil Boo Thang","Paul Russell",2023-08-18,114233,79,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Arista Records",0.85,0.699,0,-3.292,1,0.0776,0.152,0,0.32,0.915,114.481,4
0WIv5qV41y6YjjB9V1biuC,"Made For Me","Made For Me","Muni Long",2023-09-15,188000,71,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Supergiant Records, LLC / Def Jam Recordings",0.796,0.468,7,-6.375,0,0.0324,0.122,0,0.118,0.0677,119.98,4
1yeB8MUNeLo9Ek1UEpsyz6,"Rich Baby Daddy (feat. Sexyy Red & SZA)","For All The Dogs","Drake,Sexyy Red,SZA",2023-10-06,319191,80,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"rap,hip-hop,r&b","OVO/Republic",0.636,0.729,2,-4.495,1,0.055,0.0458,0,0.384,0.141,146.009,4
2Zo1PcszsT9WQ0ANntJbID,"Feather","emails i can’t send fwd:","Sabrina Carpenter",2023-03-17,185552,86,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Island Records",0.791,0.694,6,-4.332,0,0.0335,0.0736,0.00000175,0.0958,0.826,123.508,4
0PAcdVzhPO4gq1Iym9ESnK,"Thinkin’ Bout Me","One Thing At A Time","Morgan Wallen",2023-03-03,177387,82,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"country","Big Loud Records / Mercury Records / Republic Records",0.659,0.789,3,-5.723,0,0.0293,0.487,0,0.115,0.468,139.982,4
0QosomGFiJYOxj2ViZfqng,"Selfish","Selfish","Justin Timberlake",2024-01-25,229331,67,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","RCA Records Label",0.69,0.543,1,-6.752,1,0.0364,0.0723,0.0291,0.0873,0.376,88.004,4
3Pbp7cUCx4d3OAkZSCoNvn,"Scared To Start","Scared To Start","Michael Marcagi",2024-01-12,159636,83,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Warner Records",0.527,0.551,7,-11.258,1,0.0345,0.384,0.00000275,0.403,0.443,148.035,4
48vIfHaK7by6x0T6ucpODL,"Make You Mine","Make You Mine","Madison Beer",2024-02-09,221709,80,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Epic/Sing It Loud",0.533,0.642,6,-6.315,0,0.0403,0.221,0.00697,0.238,0.488,123.128,4
7dJYggqjKo71KI9sLzqCs8,"Agora Hills","Scarlet","Doja Cat",2023-09-22,265360,78,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Kemosabe Records/RCA Records",0.75,0.674,8,-6.128,0,0.097,0.228,0.0000891,0.122,0.392,123.026,4
1o8Z7GD1CeOaVBEyuzu4HO,"On My Mama","On My Mama","Victoria Monét",2023-06-16,186678,65,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"alternatywne r&b","Lovett Music/RCA Records",0.481,0.539,4,-7.865,0,0.108,0.551,0.00539,0.12,0.621,153.277,4
79AHPJd8upvNxyK2qQcY8J,"HISS","HISS","Megan Thee Stallion",2024-01-26,192818,65,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Hot Girl Productions",0.745,0.663,1,-5.056,1,0.423,0.078,0,0.213,0.686,167.137,4
6WzRpISELf3YglGAh7TXcG,"Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series)","Popular (Music from the HBO Original Series)","The Weeknd,Playboi Carti,Madonna",2023-06-02,215466,84,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"rage rap","XO / Republic Records",0.854,0.674,1,-6.23,1,0.184,0.0517,0.0000853,0.509,0.848,99.022,4
1udwFobQ1JoOdWPQrp2b6u,"Surround Sound (feat. 21 Savage & Baby Tate)","The Forever Story (Extended Version)","JID,21 Savage,Baby Tate",2022-10-31,229938,79,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Dreamville/Interscope",0.574,0.567,7,-7.126,0,0.465,0.164,0,0.258,0.526,75.965,4
7sTyAjxDXq9afwfSQy6D0s,"BANDIT","Bandit","Don Toliver",2024-02-01,147746,72,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Cactus Jack / Atlantic",0.686,0.733,2,-5.268,1,0.0576,0.00567,0,0.246,0.141,130.095,4
4qG7hWhljsqqENL5PaLA2z,"Let The Light In (feat. Father John Misty)","Did you know that there's a tunnel under Ocean Blvd","Lana Del Rey,Father John Misty",2023-03-24,278126,79,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"kameralny pop","Polydor Records",0.335,0.44,9,-9.748,1,0.0275,0.385,0.00251,0.115,0.198,132.449,4
6dpLxbF7lfCAnC9QRTjNLK,"Home","Home","Good Neighbours",2024-01-17,157485,12,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Some Action",0.583,0.676,6,-4.44,1,0.0298,0.0289,0.0634,0.121,0.134,77.002,4
3OHfY25tqY28d16oZczHc8,"Kill Bill","SOS","SZA",2022-12-09,153946,80,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"r&b","Top Dawg Entertainment/RCA Records",0.644,0.728,8,-5.75,1,0.0351,0.0543,0.169,0.161,0.43,88.993,4
2kE2HFBFkJ0VMw3igxYohz,"Wild Ones (feat. Jelly Roll)","Wild Ones (feat. Jelly Roll)","Jessie Murph,Jelly Roll",2023-10-06,141367,70,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"country rap,country","Columbia",0.662,0.55,0,-5.816,1,0.0366,0.00354,0.00000895,0.406,0.308,136.184,4
6XaJfhwof7qIgbbXO5tIQI,"Igual Que Un Ángel (with Peso Pluma)","ORQUÍDEAS","Kali Uchis,Peso Pluma",2024-01-12,260370,79,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"corrido,trap corrido,corridos bélicos,música mexicana,smutne sierreño,banda","Geffen Records",0.695,0.592,5,-5.34,0,0.032,0.00449,0.000663,0.185,0.482,108.001,4
4E63weMCaNZuGPEFMnuEi8,"exes","THINK LATER","Tate McRae",2023-12-08,159400,82,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","RCA Records Label",0.821,0.575,5,-6.57,0,0.0589,0.173,0.000242,0.114,0.611,136.962,4
6uTPdRrEDeH8Fyg5L5qmeU,"Never Lose Me","Never Lose Me","Flo Milli",2023-11-30,125901,74,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","'94 Sounds/RCA Records",0.781,0.567,1,-7.857,1,0.0969,0.0504,0,0.0981,0.0743,121.964,4
56y1jOTK0XSvJzVv9vHQBK,"Paint The Town Red","Scarlet","Doja Cat",2023-09-20,230480,77,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Kemosabe Records/RCA Records",0.864,0.556,2,-7.683,0,0.194,0.255,0.00000385,0.112,0.726,99.974,4
4w2Furap0ZzaiK4J14E9sR,"Think U The Shit (Fart)","Think U The Shit (Fart)","Ice Spice",2024-01-26,141639,62,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","10K Projects/Capitol Records",0.966,0.549,9,-6.647,1,0.206,0.0385,0.000264,0.0806,0.316,122.105,4
5ZJGv7aGdIr9IGpxzSG18T,"Everybody (feat. Lil Uzi Vert)","Pink Friday 2","Nicki Minaj,Lil Uzi Vert",2023-12-08,180869,68,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"melodyjny rap","Republic Records",0.737,0.774,11,-5.525,0,0.257,0.0262,0,0.238,0.428,137.959,4
4HMop4Re0iucehmF7mgV27,"act ii: date @ 8","act ii: date @ 8","4batz",2023-12-15,113684,67,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","4Batz",0.741,0.451,0,-13.117,1,0.101,0.51,0.0000201,0.403,0.558,136.48,4
42VsgItocQwOQC3XWZ8JNA,"FE!N (feat. Playboi Carti)","UTOPIA","Travis Scott,Playboi Carti",2023-07-28,191700,88,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"rap,rage rap","Cactus Jack/Epic",0.569,0.882,3,-2.777,0,0.06,0.0316,0,0.142,0.201,148.038,4
6IG3sQ8s9nfk6TUlVzRhbN,"Is It Over Now? (Taylor's Version) (From The Vault)","1989 (Taylor's Version) [Deluxe]","Taylor Swift",2023-10-27,229477,65,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Taylor Swift",0.599,0.651,0,-7.343,1,0.035,0.0486,0,0.126,0.153,100.001,4
69phA1R4gmQsBFRQ3INW8C,"ONE CALL","Ghetto Fabulous","Rich Amiri",2023-11-17,121399,76,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"rage rap","Internet Money Records / 10K Projects",0.65,0.539,1,-7.281,1,0.0561,0.00617,0.0000267,0.114,0.253,158.105,4
5mjYQaktjmjcMKcUIcqz4s,"Strangers","Strangers","Kenya Grace",2023-09-01,172964,78,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Warner Records/Major Recordings",0.628,0.523,11,-8.307,0,0.0946,0.701,0.00274,0.219,0.416,169.982,4
59uQI0PADDKeE6UZDTJEe8,"Last Night","3 Songs At A Time Sampler","Morgan Wallen",2023-01-31,163854,78,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"country","Big Loud Records / Mercury Records / Republic Records",0.492,0.673,6,-5.431,1,0.0347,0.413,0,0.137,0.488,203.812,4
3k79jB4aGmMDUQzEwa46Rz,"vampire","vampire","Olivia Rodrigo",2023-06-30,219724,10,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Olivia Rodrigo PS",0.484,0.53,5,-5.82,1,0.054,0.148,0,0.283,0.319,136.874,4
3vkCueOmm7xQDoJ17W1Pm3,"My Love Mine All Mine","The Land Is Inhospitable and So Are We","Mitski",2023-09-15,137773,88,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Dead Oceans",0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,4
0yLdNVWF3Srea0uzk55zFn,"Flowers","Flowers","Miley Cyrus",2023-01-13,200454,21,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Columbia",0.707,0.681,0,-4.325,1,0.0668,0.0632,0.00000515,0.0322,0.646,117.999,4
7FbrGaHYVDmfr7KoLIZnQ7,"Cupid - Twin Ver.","The Beginning: Cupid","FIFTY FIFTY",2023-02-24,174253,18,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"k-pop","WM Korea",0.783,0.592,11,-8.332,0,0.0331,0.435,0.00000415,0.347,0.726,120.018,4
2dHHgzDwk4BJdRwy9uXhTO,"Creepin' (with The Weeknd & 21 Savage)","HEROES & VILLAINS","Metro Boomin,The Weeknd,21 Savage",2022-12-02,221520,83,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Republic Records",0.716,0.613,1,-6.018,0,0.0522,0.391,0,0.0813,0.157,97.914,4
0lGA92GVnSpb0ZMhVbQ4GT,"BTW","BTW","Max Wassen,Basstrick,ASHER YELO",2023-09-28,128067,30,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"bass house,g-house","Soave Records",0.723,0.812,0,-6.647,1,0.0489,0.0234,0,0.109,0.69,144.991,4
4Dvkj6JhhA12EX05fT7y2e,"As It Was","Harry's House","Harry Styles",2022-05-20,167303,89,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Columbia",0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4
1odExI7RdWc4BT515LTAwj,"Daylight","Daylight","David Kushner",2023-04-14,212953,79,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Miserable Music Group, LLC",0.508,0.43,2,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,4
01qFKNWq73UfEslI0GvumE,"3D (feat. Jack Harlow)","3D : The Remixes","Jung Kook,Jack Harlow",2023-10-02,201812,78,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"k-pop","BIGHIT MUSIC",0.853,0.824,1,-3.287,1,0.103,0.0322,0,0.0859,0.888,108.044,4
1K5rl4MaR15d0v0MZtRjgd,"151 RUM","151 RUM","Max Wassen,Plastic Toy",2023-11-02,177000,23,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Soave Records",0.645,0.891,8,-4.911,1,0.0458,0.0459,0,0.858,0.589,79.993,4
1s7oOCT8vauUh01PbJD6ps,"Calm Down (with Selena Gomez)","Rave & Roses Ultra","Rema,Selena Gomez",2023-04-27,239317,76,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"afrobeats,afrobeat,afro pop,pop","Mavin Records / Jonzing World",0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,4
3bY23N5NSjVYqIPJ2b0Qo6,"Can You Feel It","Can You Feel It","Matthew Schultz",2023-09-29,148000,0,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"","Matthew Schultz Music",0.718,0.476,8,-6.08,1,0.061,0.0311,0,0.0744,0.579,119.955,4
6AQbmUe0Qwf5PZnt4HmTXv,"Boy's a liar Pt. 2","Boy's a liar Pt. 2","PinkPantheress,Ice Spice",2023-02-03,131013,74,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"bedroom pop","Warner Records",0.696,0.809,5,-8.254,1,0.05,0.252,0.000128,0.248,0.857,132.962,4
4W4fNrZYkobj539TOWsLO2,"Die For You (with Ariana Grande) - Remix","Starboy (Deluxe)","The Weeknd,Ariana Grande",2023-03-14,232857,78,bxgtbmu29zea5sjxq5q9jfzq5,2024-03-09T15:09:45Z,"pop","XO / Republic Records",0.568,0.485,1,-7.635,0,0.0582,0.276,0,0.323,0.517,66.961,4
